Date,Time,Carrier,X_Pos,Y_Pos,Data1,Data2,H_Avg,I_Avg,J_L,K_a,L_b,M_L,N_a,O_b
2020-11-20,18:10:16,8,1320,1010,10,0,4.9711,0.9476,24.22,1.73,-3.14,98.28,-0.25,0.54
2020-11-20,18:10:20,8,1320,1205,12,2,4.9972,0.9465,24.21,1.86,-3.66,98.25,-0.27,0.6
2020-11-20,18:11:28,37,1320,165,2,0,4.9705,0.9479,24.22,1.71,-3.36,98.29,-0.25,0.56
2020-11-20,18:11:37,37,1320,590,6,0,4.9596,0.9479,24.23,1.66,-3.09,98.29,-0.25,0.55
2020-11-20,18:11:46,37,1320,1010,10,0,4.9459,0.9478,24.25,1.61,-2.73,98.27,-0.23,0.48
2020-11-20,18:11:50,37,1320,1205,12,2,4.9673,0.9475,24.21,1.77,-3.31,98.27,-0.25,0.56
2020-11-20,18:12:57,10,1320,165,2,0,4.9742,0.948,24.21,1.81,-3.67,98.3,-0.25,0.59
2020-11-20,18:13:06,10,1320,590,6,0,4.9857,0.9478,24.23,1.78,-3.4,98.29,-0.25,0.56
2020-11-20,18:13:15,10,1320,1010,10,0,4.9665,0.9477,24.25,1.71,-3.04,98.28,-0.24,0.5
2020-11-20,18:13:20,10,1320,1205,12,2,4.9973,0.9474,24.23,1.84,-3.55,98.28,-0.26,0.57
2020-11-20,18:14:27,2,1320,165,2,0,4.9601,0.9481,24.24,1.69,-3.54,98.29,-0.24,0.58
2020-11-20,18:14:36,2,1320,590,6,0,4.9828,0.9478,24.24,1.78,-3.48,98.29,-0.25,0.56
2020-11-20,18:14:45,2,1320,1010,10,0,4.9797,0.9475,24.24,1.74,-3.1,98.28,-0.24,0.52
2020-11-20,18:14:49,2,1320,1205,12,2,5.0079,0.9472,24.24,1.86,-3.63,98.28,-0.26,0.6
2020-11-20,18:15:56,63,1320,165,2,0,4.9852,0.9478,24.21,1.75,-3.39,98.3,-0.25,0.57
2020-11-20,18:16:05,63,1320,590,6,0,4.9909,0.9477,24.22,1.76,-3.22,98.29,-0.25,0.53
2020-11-20,18:16:14,63,1320,1010,10,0,4.9602,0.9478,24.25,1.64,-2.79,98.28,-0.25,0.49
2020-11-20,18:16:19,63,1320,1205,12,2,4.9809,0.9475,24.23,1.77,-3.31,98.28,-0.26,0.56
2020-11-20,18:17:25,3,1320,165,2,0,4.9764,0.9479,24.23,1.72,-3.41,98.3,-0.24,0.57
2020-11-20,18:17:34,3,1320,590,6,0,4.991,0.9478,24.24,1.72,-3.23,98.29,-0.25,0.54
2020-11-20,18:17:43,3,1320,1010,10,0,4.9697,0.9478,24.24,1.66,-2.87,98.28,-0.23,0.48
2020-11-20,18:17:48,3,1320,1205,12,2,4.9939,0.9475,24.22,1.8,-3.4,98.28,-0.24,0.54
2020-11-20,18:18:56,12,1320,165,2,0,4.9416,0.9482,24.23,1.63,-3.21,98.29,-0.24,0.54
2020-11-20,18:19:05,12,1320,590,6,0,4.9683,0.9478,24.26,1.63,-2.99,98.28,-0.24,0.52
2020-11-20,18:19:14,12,1320,1010,10,0,4.96,0.9477,24.27,1.61,-2.68,98.28,-0.23,0.47
2020-11-20,18:19:19,12,1320,1205,12,2,4.9813,0.9474,24.23,1.74,-3.2,98.28,-0.25,0.54
2020-11-20,18:20:25,33,1320,165,2,0,4.9749,0.9479,24.23,1.71,-3.42,98.3,-0.26,0.58
2020-11-20,18:20:34,33,1320,590,6,0,4.9939,0.9476,24.23,1.74,-3.25,98.29,-0.25,0.54
2020-11-20,18:20:43,33,1320,1010,10,0,4.9649,0.9477,24.24,1.66,-2.85,98.28,-0.25,0.52
2020-11-20,18:20:47,33,1320,1205,12,2,4.9891,0.9472,24.23,1.79,-3.41,98.27,-0.26,0.58
2020-11-20,18:21:55,19,1320,165,2,0,4.9721,0.9479,24.23,1.73,-3.44,98.29,-0.25,0.59
2020-11-20,18:22:05,19,1320,590,6,0,4.9672,0.9477,24.22,1.74,-3.26,98.29,-0.25,0.57
2020-11-20,18:22:13,19,1320,1010,10,0,4.9344,0.9479,24.24,1.62,-2.79,98.28,-0.24,0.51
2020-11-20,18:22:18,19,1320,1205,12,2,4.962,0.9471,24.23,1.75,-3.34,98.26,-0.26,0.57
2020-11-20,18:23:25,14,1320,165,2,0,4.9828,0.9479,24.23,1.75,-3.55,98.3,-0.26,0.6
2020-11-20,18:23:34,14,1320,590,6,0,4.9705,0.9479,24.24,1.71,-3.31,98.29,-0.25,0.57
2020-11-20,18:23:43,14,1320,1010,10,0,4.9515,0.9478,24.23,1.67,-2.95,98.28,-0.25,0.51
2020-11-20,18:23:48,14,1320,1205,12,2,4.9861,0.9472,24.22,1.8,-3.44,98.27,-0.27,0.59
2020-11-20,18:24:55,40,1320,165,2,0,4.9654,0.9482,24.21,1.71,-3.3,98.3,-0.24,0.52
2020-11-20,18:25:04,40,1320,590,6,0,4.9778,0.9479,24.26,1.64,-3.01,98.29,-0.24,0.5
2020-11-20,18:25:13,40,1320,1010,10,0,4.9549,0.9478,24.27,1.57,-2.62,98.28,-0.23,0.46
2020-11-20,18:25:17,40,1320,1205,12,2,4.9798,0.9475,24.23,1.72,-3.13,98.27,-0.24,0.52
2020-11-20,18:26:24,27,1320,165,2,0,4.976,0.948,24.22,1.76,-3.53,98.3,-0.25,0.59
2020-11-20,18:26:33,27,1320,590,6,0,4.9971,0.9478,24.24,1.77,-3.37,98.29,-0.26,0.55
2020-11-20,18:26:43,27,1320,1010,10,0,4.968,0.9478,24.23,1.7,-2.97,98.28,-0.24,0.49
2020-11-20,18:26:47,27,1320,1205,12,2,4.9949,0.9475,24.24,1.8,-3.44,98.28,-0.26,0.56
2020-11-20,18:27:54,26,1320,165,2,0,4.9717,0.9481,24.21,1.73,-3.42,98.3,-0.24,0.54
2020-11-20,18:28:03,26,1320,590,6,0,4.9702,0.948,24.24,1.68,-3.15,98.29,-0.23,0.5
2020-11-20,18:28:12,26,1320,1010,10,0,4.9458,0.9478,24.23,1.6,-2.72,98.28,-0.22,0.46
2020-11-20,18:28:17,26,1320,1205,12,2,4.9815,0.9462,24.21,1.75,-3.22,98.23,-0.25,0.53
2020-11-20,18:29:23,18,1320,165,2,0,4.9899,0.948,24.24,1.83,-3.68,98.3,-0.25,0.56
2020-11-20,18:29:32,18,1320,590,6,0,4.985,0.9479,24.23,1.8,-3.46,98.3,-0.26,0.55
2020-11-20,18:29:41,18,1320,1010,10,0,4.972,0.9477,24.24,1.75,-3.08,98.28,-0.25,0.5
2020-11-20,18:29:45,18,1320,1205,12,2,4.9889,0.9475,24.22,1.86,-3.62,98.28,-0.26,0.58
2020-11-20,18:30:53,7,1320,165,2,0,4.9619,0.9481,24.22,1.74,-3.52,98.3,-0.25,0.59
2020-11-20,18:31:03,7,1320,590,6,0,4.9786,0.9478,24.23,1.75,-3.34,98.29,-0.25,0.56
2020-11-20,18:31:12,7,1320,1010,10,0,4.959,0.9478,24.24,1.69,-2.95,98.28,-0.24,0.51
2020-11-20,18:31:16,7,1320,1205,12,2,4.9804,0.9476,24.22,1.81,-3.46,98.28,-0.26,0.59
2020-11-20,18:32:23,13,1320,165,2,0,4.9882,0.9478,24.2,1.89,-3.89,98.3,-0.27,0.63
2020-11-20,18:32:32,13,1320,590,6,0,4.9973,0.9476,24.21,1.89,-3.66,98.29,-0.27,0.59
2020-11-20,18:32:41,13,1320,1010,10,0,4.9657,0.9476,24.19,1.81,-3.23,98.28,-0.26,0.56
2020-11-20,18:32:46,13,1320,1205,12,2,4.9926,0.9472,24.2,1.93,-3.75,98.28,-0.27,0.63
2020-11-20,18:33:53,35,1320,165,2,0,4.9943,0.9479,24.26,1.8,-3.79,98.29,-0.24,0.6
2020-11-20,18:34:02,35,1320,590,6,0,5.0011,0.9476,24.23,1.88,-3.7,98.29,-0.25,0.6
2020-11-20,18:34:11,35,1320,1010,10,0,4.9745,0.9477,24.22,1.83,-3.34,98.28,-0.25,0.55
2020-11-20,18:34:15,35,1320,1205,12,2,4.995,0.9474,24.21,1.94,-3.86,98.28,-0.26,0.62
2020-11-20,18:35:22,32,1320,165,2,0,4.9803,0.948,24.25,1.77,-3.69,98.29,-0.25,0.58
2020-11-20,18:35:32,32,1320,590,6,0,4.9791,0.9479,24.2,1.83,-3.56,98.3,-0.26,0.58
2020-11-20,18:35:41,32,1320,1010,10,0,4.9695,0.9478,24.23,1.77,-3.15,98.28,-0.24,0.51
2020-11-20,18:35:45,32,1320,1205,12,2,4.9916,0.9404,24.21,1.88,-3.64,98.01,-0.27,0.55
2020-11-20,18:36:53,31,1320,165,2,0,4.9848,0.9478,24.23,1.78,-3.72,98.29,-0.25,0.61
2020-11-20,18:37:01,31,1320,590,6,0,4.9772,0.9478,24.22,1.79,-3.51,98.29,-0.25,0.57
2020-11-20,18:37:11,31,1320,1010,10,0,4.9573,0.9477,24.22,1.7,-3.08,98.28,-0.24,0.53
2020-11-20,18:37:15,31,1320,1205,12,2,4.9965,0.9474,24.24,1.84,-3.64,98.28,-0.26,0.6
2020-11-20,18:38:22,43,1320,165,2,0,4.9851,0.9478,24.22,1.67,-3.24,98.3,-0.25,0.56
2020-11-20,18:38:31,43,1320,590,6,0,4.9751,0.9479,24.23,1.62,-3.03,98.29,-0.23,0.51
2020-11-20,18:38:40,43,1320,1010,10,0,4.9583,0.9478,24.25,1.55,-2.66,98.28,-0.22,0.47
2020-11-20,18:38:45,43,1320,1205,12,2,4.9829,0.9476,24.22,1.69,-3.19,98.28,-0.25,0.54
2020-11-20,18:44:21,2,1320,165,2,0,4.9494,0.9482,24.21,1.61,-3.34,98.3,-0.24,0.57
2020-11-20,18:44:30,2,1320,590,6,0,4.958,0.9479,24.21,1.64,-3.18,98.29,-0.24,0.55
2020-11-20,18:44:39,2,1320,1010,10,0,4.9652,0.9476,24.24,1.59,-2.81,98.28,-0.23,0.49
2020-11-20,18:44:44,2,1320,1205,12,2,4.9909,0.9474,24.22,1.72,-3.35,98.28,-0.25,0.57
2020-11-20,18:45:50,63,1320,165,2,0,4.9771,0.948,24.24,1.69,-3.27,98.3,-0.25,0.55
2020-11-20,18:45:59,63,1320,590,6,0,4.9855,0.9477,24.25,1.66,-3.03,98.29,-0.24,0.51
2020-11-20,18:46:08,63,1320,1010,10,0,4.9702,0.9476,24.27,1.65,-2.75,98.28,-0.24,0.48
2020-11-20,18:46:12,63,1320,1205,12,2,4.9774,0.9475,24.23,1.76,-3.27,98.28,-0.25,0.55
2020-11-20,18:47:18,3,1320,165,2,0,4.9872,0.9478,24.23,1.72,-3.37,98.3,-0.24,0.56
2020-11-20,18:47:28,3,1320,590,6,0,4.9818,0.9478,24.25,1.66,-3.09,98.29,-0.24,0.53
2020-11-20,18:47:37,3,1320,1010,10,0,4.9529,0.9478,24.26,1.56,-2.67,98.28,-0.22,0.47
2020-11-20,18:47:41,3,1320,1205,12,2,4.9856,0.9473,24.24,1.71,-3.24,98.27,-0.24,0.55
2020-11-20,18:48:59,12,1320,590,6,0,4.9612,0.948,24.23,1.66,-3.09,98.29,-0.24,0.51
2020-11-20,18:49:07,12,1320,1010,10,0,4.9502,0.9479,24.26,1.59,-2.71,98.28,-0.23,0.46
2020-11-20,18:49:12,12,1320,1205,12,2,4.9878,0.9476,24.25,1.74,-3.27,98.28,-0.24,0.53
2020-11-20,18:50:19,33,1320,165,2,0,4.9715,0.948,24.22,1.75,-3.57,98.3,-0.25,0.58
2020-11-20,18:50:28,33,1320,590,6,0,4.9882,0.9478,24.23,1.77,-3.39,98.29,-0.26,0.56
2020-11-20,18:50:37,33,1320,1010,10,0,4.9857,0.9476,24.25,1.73,-3.01,98.28,-0.25,0.5
2020-11-20,18:50:41,33,1320,1205,12,2,5.0078,0.9473,24.24,1.86,-3.54,98.28,-0.26,0.57
2020-11-20,18:51:49,19,1320,165,2,0,4.9564,0.9481,24.23,1.66,-3.36,98.29,-0.24,0.56
2020-11-20,18:51:58,19,1320,590,6,0,4.9622,0.9479,24.21,1.7,-3.21,98.29,-0.25,0.54
2020-11-20,18:52:07,19,1320,1010,10,0,4.9525,0.9478,24.22,1.65,-2.84,98.28,-0.24,0.49
2020-11-20,18:52:11,19,1320,1205,12,2,4.971,0.9476,24.22,1.76,-3.41,98.28,-0.25,0.56
2020-11-20,18:53:19,14,1320,165,2,0,4.9871,0.9478,24.22,1.65,-3.34,98.29,-0.23,0.55
2020-11-20,18:53:28,14,1320,590,6,0,4.9822,0.9478,24.23,1.62,-3.13,98.29,-0.23,0.53
2020-11-20,18:53:37,14,1320,1010,10,0,4.9653,0.9477,24.26,1.53,-2.74,98.28,-0.22,0.47
2020-11-20,18:53:41,14,1320,1205,12,2,4.9893,0.9474,24.21,1.7,-3.27,98.28,-0.24,0.54
2020-11-20,18:59:17,18,1320,165,2,0,4.9556,0.9481,24.2,1.65,-3.29,98.3,-0.24,0.55
2020-11-20,18:59:26,18,1320,590,6,0,4.9758,0.9478,24.24,1.63,-3.08,98.29,-0.24,0.52
2020-11-20,18:59:35,18,1320,1010,10,0,4.9469,0.9477,24.24,1.54,-2.66,98.27,-0.22,0.46
2020-11-20,18:59:40,18,1320,1205,12,2,4.9698,0.9475,24.21,1.66,-3.16,98.28,-0.24,0.53
2020-11-20,19:00:47,7,1320,165,2,0,4.9696,0.9481,24.2,1.78,-3.57,98.3,-0.25,0.57
2020-11-20,19:00:56,7,1320,590,6,0,4.9782,0.948,24.23,1.77,-3.35,98.3,-0.25,0.53
2020-11-20,19:01:05,7,1320,1010,10,0,4.9691,0.9479,24.26,1.69,-2.93,98.28,-0.23,0.46
2020-11-20,19:01:10,7,1320,1205,12,2,4.9889,0.9477,24.24,1.81,-3.44,98.28,-0.25,0.54
2020-11-20,19:02:17,13,1320,165,2,0,4.9959,0.9478,24.26,1.77,-3.65,98.29,-0.26,0.6
2020-11-20,19:02:26,13,1320,590,6,0,4.9867,0.9478,24.24,1.79,-3.46,98.29,-0.26,0.55
2020-11-20,19:02:35,13,1320,1010,10,0,4.988,0.9475,24.25,1.77,-3.12,98.28,-0.25,0.51
2020-11-20,19:02:39,13,1320,1205,12,2,5.0016,0.9468,24.21,1.87,-3.61,98.26,-0.27,0.58
2020-11-20,19:03:46,35,1320,165,2,0,5.0018,0.9477,24.25,1.81,-3.84,98.29,-0.26,0.61
2020-11-20,19:03:55,35,1320,590,6,0,4.9974,0.9477,24.21,1.87,-3.72,98.3,-0.27,0.61
2020-11-20,19:04:04,35,1320,1010,10,0,4.97,0.9476,24.21,1.78,-3.29,98.28,-0.26,0.55
2020-11-20,19:04:09,35,1320,1205,12,2,5.0053,0.9471,24.25,1.89,-3.78,98.27,-0.27,0.62
2020-11-20,19:05:16,32,1320,165,2,0,4.9807,0.9479,24.23,1.79,-3.73,98.29,-0.25,0.61
2020-11-20,19:05:25,32,1320,590,6,0,4.9756,0.9479,24.19,1.84,-3.61,98.3,-0.25,0.57
2020-11-20,19:05:34,32,1320,1010,10,0,4.9549,0.9478,24.2,1.75,-3.15,98.28,-0.25,0.53
2020-11-20,19:05:39,32,1320,1205,12,2,4.9848,0.9455,24.21,1.87,-3.68,98.21,-0.27,0.6
2020-11-20,19:06:46,31,1320,165,2,0,4.9759,0.9479,24.23,1.79,-3.81,98.29,-0.25,0.62
2020-11-20,19:06:55,31,1320,590,6,0,4.9739,0.9478,24.21,1.82,-3.6,98.29,-0.25,0.59
2020-11-20,19:07:05,31,1320,1010,10,0,4.9696,0.9477,24.22,1.77,-3.21,98.28,-0.24,0.54
2020-11-20,19:07:09,31,1320,1205,12,2,5.0192,0.9471,24.26,1.9,-3.72,98.27,-0.26,0.6
2020-11-20,19:08:16,43,1320,165,2,0,4.9876,0.9478,24.21,1.85,-3.66,98.3,-0.26,0.6
2020-11-20,19:08:25,43,1320,590,6,0,4.9835,0.9478,24.2,1.85,-3.46,98.29,-0.26,0.57
2020-11-20,19:08:34,43,1320,1010,10,0,4.9599,0.9477,24.24,1.74,-3.02,98.28,-0.25,0.52
2020-11-20,19:08:38,43,1320,1205,12,2,4.9966,0.9471,24.24,1.86,-3.56,98.27,-0.26,0.58
2020-11-20,19:09:45,8,1320,165,2,0,5.0111,0.9476,24.26,1.81,-3.82,98.29,-0.25,0.61
2020-11-20,19:09:54,8,1320,590,6,0,5.0107,0.9475,24.26,1.82,-3.66,98.29,-0.25,0.59
2020-11-20,19:10:03,8,1320,1010,10,0,4.9628,0.9477,24.2,1.74,-3.19,98.28,-0.25,0.55
2020-11-20,19:10:08,8,1320,1205,12,2,4.9942,0.947,24.21,1.86,-3.72,98.26,-0.26,0.61
2020-11-20,19:11:15,37,1320,165,2,0,4.9881,0.9479,24.2,1.84,-3.69,98.3,-0.26,0.59
2020-11-20,19:11:24,37,1320,590,6,0,4.9817,0.9479,24.21,1.82,-3.46,98.29,-0.26,0.56
2020-11-20,19:11:33,37,1320,1010,10,0,4.9566,0.9479,24.25,1.7,-3.01,98.28,-0.24,0.49
2020-11-20,19:11:37,37,1320,1205,12,2,4.9804,0.9427,24.23,1.83,-3.56,98.09,-0.27,0.58
2020-11-20,19:12:44,10,1320,165,2,0,4.9942,0.9478,24.21,1.86,-3.87,98.3,-0.26,0.62
2020-11-20,19:12:54,10,1320,590,6,0,5.0066,0.9474,24.24,1.87,-3.64,98.28,-0.26,0.59
2020-11-20,19:13:02,10,1320,1010,10,0,4.973,0.9475,24.19,1.84,-3.3,98.28,-0.26,0.57
2020-11-20,19:13:07,10,1320,1205,12,2,4.994,0.9473,24.2,1.93,-3.79,98.28,-0.28,0.63
2020-11-20,19:14:14,2,1320,165,2,0,5.0049,0.9476,24.24,1.84,-3.92,98.29,-0.26,0.63
2020-11-20,19:14:24,2,1320,590,6,0,5.0005,0.9477,24.22,1.89,-3.82,98.29,-0.26,0.6
2020-11-20,19:14:33,2,1320,1010,10,0,4.9819,0.9476,24.22,1.83,-3.37,98.28,-0.26,0.55
2020-11-20,19:14:37,2,1320,1205,12,2,5.0091,0.9473,24.21,1.96,-3.93,98.28,-0.26,0.6
2020-11-20,19:15:45,63,1320,165,2,0,5.0071,0.9477,24.23,1.74,-3.48,98.3,-0.25,0.57
2020-11-20,19:15:55,63,1320,590,6,0,5.0032,0.9477,24.23,1.74,-3.34,98.3,-0.25,0.53
2020-11-20,19:16:03,63,1320,1010,10,0,4.9863,0.9477,24.27,1.66,-2.95,98.28,-0.23,0.47
2020-11-20,19:16:08,63,1320,1205,12,2,5.0009,0.9476,24.25,1.74,-3.38,98.29,-0.25,0.53
2020-11-20,19:20:13,33,1320,165,2,0,4.9811,0.9478,24.24,1.65,-3.31,98.29,-0.24,0.56
2020-11-20,19:20:22,33,1320,590,6,0,4.986,0.9477,24.21,1.69,-3.16,98.29,-0.25,0.54
2020-11-20,19:20:31,33,1320,1010,10,0,4.9816,0.9475,24.24,1.65,-2.81,98.28,-0.24,0.5
2020-11-20,19:20:35,33,1320,1205,12,2,4.9989,0.9472,24.21,1.74,-3.27,98.28,-0.25,0.56
2020-11-20,19:21:43,19,1320,165,2,0,4.9687,0.948,24.2,1.78,-3.63,98.3,-0.26,0.59
2020-11-20,19:21:51,19,1320,590,6,0,4.9799,0.9478,24.19,1.84,-3.49,98.3,-0.26,0.56
2020-11-20,19:22:00,19,1320,1010,10,0,4.9531,0.9479,24.21,1.74,-3.07,98.29,-0.26,0.52
2020-11-20,19:22:04,19,1320,1205,12,2,4.9719,0.946,24.22,1.84,-3.61,98.22,-0.26,0.58
2020-11-20,19:23:12,14,1320,165,2,0,4.9718,0.9479,24.22,1.76,-3.69,98.3,-0.25,0.61
2020-11-20,19:23:21,14,1320,590,6,0,4.9815,0.9478,24.24,1.79,-3.48,98.29,-0.25,0.57
2020-11-20,19:23:30,14,1320,1010,10,0,4.9708,0.9476,24.2,1.78,-3.14,98.28,-0.25,0.53
2020-11-20,19:23:35,14,1320,1205,12,2,4.9993,0.9472,24.2,1.9,-3.64,98.28,-0.27,0.6
2020-11-20,19:24:42,40,1320,165,2,0,4.9692,0.9481,24.2,1.75,-3.44,98.3,-0.24,0.55
2020-11-20,19:24:51,40,1320,590,6,0,4.968,0.948,24.21,1.71,-3.17,98.29,-0.24,0.52
2020-11-20,19:25:00,40,1320,1010,10,0,4.9462,0.948,24.23,1.63,-2.78,98.28,-0.22,0.47
2020-11-20,19:25:05,40,1320,1205,12,2,4.9739,0.9454,24.2,1.76,-3.32,98.2,-0.25,0.54
2020-11-20,19:26:12,27,1320,165,2,0,4.9679,0.9479,24.22,1.72,-3.52,98.29,-0.25,0.59
2020-11-20,19:26:30,27,1320,1010,10,0,4.9761,0.9476,24.24,1.72,-2.96,98.28,-0.24,0.5
2020-11-20,19:26:35,27,1320,1205,12,2,4.9993,0.9458,24.24,1.82,-3.48,98.22,-0.26,0.59
2020-11-20,19:27:42,26,1320,165,2,0,4.9846,0.9479,24.2,1.81,-3.67,98.3,-0.26,0.6
2020-11-20,19:27:50,26,1320,590,6,0,4.9768,0.9479,24.2,1.79,-3.43,98.3,-0.26,0.56
2020-11-20,19:27:59,26,1320,1010,10,0,4.9617,0.9477,24.2,1.74,-3.02,98.28,-0.25,0.52
2020-11-20,19:28:04,26,1320,1205,12,2,5.0034,0.9473,24.2,1.89,-3.56,98.28,-0.27,0.58
2020-11-20,19:29:11,18,1320,165,2,0,5.0085,0.9476,24.26,1.83,-3.84,98.29,-0.26,0.62
2020-11-20,19:29:20,18,1320,590,6,0,4.9921,0.9478,24.22,1.85,-3.64,98.3,-0.27,0.59
2020-11-20,19:29:29,18,1320,1010,10,0,4.9722,0.9477,24.2,1.82,-3.28,98.29,-0.26,0.54
2020-11-20,19:29:34,18,1320,1205,12,2,4.9976,0.9474,24.2,1.94,-3.81,98.28,-0.28,0.62
2020-11-20,19:30:41,7,1320,165,2,0,4.9849,0.9478,24.21,1.82,-3.82,98.29,-0.26,0.63
2020-11-20,19:30:50,7,1320,590,6,0,4.995,0.9476,24.22,1.86,-3.68,98.29,-0.27,0.62
2020-11-20,19:30:59,7,1320,1010,10,0,4.9666,0.9478,24.2,1.79,-3.24,98.29,-0.25,0.55
2020-11-20,19:31:03,7,1320,1205,12,2,4.9921,0.9473,24.2,1.91,-3.77,98.28,-0.27,0.62
2020-11-20,19:32:10,13,1320,165,2,0,5.0039,0.9477,24.26,1.83,-3.94,98.29,-0.26,0.63
2020-11-20,19:32:19,13,1320,590,6,0,4.9964,0.9477,24.21,1.9,-3.78,98.3,-0.27,0.6
2020-11-20,19:32:28,13,1320,1010,10,0,5.0026,0.9475,24.23,1.86,-3.38,98.28,-0.26,0.54
2020-11-20,19:32:33,13,1320,1205,12,2,5.018,0.9474,24.21,1.98,-3.92,98.29,-0.28,0.6
2020-11-20,19:33:40,35,1320,165,2,0,5.0202,0.9476,24.27,1.83,-3.94,98.29,-0.26,0.63
2020-11-20,19:33:49,35,1320,590,6,0,4.9984,0.9477,24.23,1.86,-3.78,98.29,-0.27,0.62
2020-11-20,19:33:58,35,1320,1010,10,0,4.9862,0.9475,24.25,1.78,-3.33,98.28,-0.25,0.56
2020-11-20,19:34:03,35,1320,1205,12,2,5.0127,0.9472,24.25,1.88,-3.84,98.27,-0.26,0.62
2020-11-20,19:35:09,32,1320,165,2,0,5.0005,0.9478,24.25,1.74,-3.74,98.3,-0.25,0.6
2020-11-20,19:35:18,32,1320,590,6,0,4.9959,0.9476,24.21,1.79,-3.58,98.29,-0.25,0.58
2020-11-20,19:35:27,32,1320,1010,10,0,5.0024,0.9474,24.24,1.77,-3.23,98.28,-0.25,0.54
2020-11-20,19:35:32,32,1320,1205,12,2,5.034,0.947,24.25,1.86,-3.69,98.28,-0.26,0.59
2020-11-20,19:39:39,8,1320,165,2,0,5.0223,0.9475,24.27,1.76,-3.85,98.29,-0.25,0.63
2020-11-20,19:39:48,8,1320,590,6,0,5.0206,0.9475,24.24,1.83,-3.72,98.29,-0.26,0.61
2020-11-20,19:39:57,8,1320,1010,10,0,4.9942,0.9476,24.22,1.77,-3.32,98.29,-0.25,0.55
2020-11-20,19:40:02,8,1320,1205,12,2,5.0229,0.947,24.24,1.86,-3.78,98.28,-0.26,0.62
2020-11-20,19:41:09,37,1320,165,2,0,4.9875,0.9478,24.22,1.8,-3.69,98.3,-0.26,0.61
2020-11-20,19:41:18,37,1320,590,6,0,4.9887,0.9478,24.24,1.77,-3.43,98.29,-0.25,0.57
2020-11-20,19:41:27,37,1320,1010,10,0,4.9859,0.9476,24.24,1.78,-3.14,98.28,-0.26,0.54
2020-11-20,19:41:32,37,1320,1205,12,2,5.0059,0.9473,24.24,1.88,-3.66,98.28,-0.26,0.6
2020-11-20,19:42:39,10,1320,165,2,0,4.9752,0.9479,24.24,1.79,-3.77,98.29,-0.24,0.6
2020-11-20,19:42:48,10,1320,590,6,0,4.9814,0.9478,24.21,1.85,-3.65,98.29,-0.26,0.59
2020-11-20,19:42:57,10,1320,1010,10,0,4.9877,0.9474,24.23,1.83,-3.26,98.28,-0.26,0.56
2020-11-20,19:43:01,10,1320,1205,12,2,5.0185,0.9471,24.23,1.94,-3.76,98.28,-0.27,0.62
2020-11-20,19:44:09,2,1320,165,2,0,5.0138,0.9476,24.28,1.83,-3.99,98.29,-0.26,0.65
2020-11-20,19:44:18,2,1320,590,6,0,4.9965,0.9477,24.25,1.86,-3.84,98.29,-0.26,0.61
2020-11-20,19:44:27,2,1320,1010,10,0,4.9903,0.9474,24.22,1.86,-3.47,98.28,-0.26,0.56
2020-11-20,19:44:32,2,1320,1205,12,2,5.0172,0.947,24.23,1.96,-4.01,98.27,-0.27,0.64
2020-11-20,19:45:38,63,1320,165,2,0,5.0011,0.9478,24.25,1.8,-3.69,98.29,-0.26,0.6
2020-11-20,19:45:47,63,1320,590,6,0,4.9923,0.9477,24.24,1.8,-3.48,98.29,-0.25,0.55
2020-11-20,19:45:56,63,1320,1010,10,0,4.9752,0.9476,24.24,1.78,-3.17,98.28,-0.25,0.53
2020-11-20,19:46:00,63,1320,1205,12,2,4.9908,0.9474,24.23,1.88,-3.65,98.28,-0.26,0.59
2020-11-20,19:47:06,3,1320,165,2,0,5.0004,0.9476,24.24,1.81,-3.79,98.29,-0.25,0.6
2020-11-20,19:47:15,3,1320,590,6,0,5.01,0.9474,24.22,1.86,-3.63,98.29,-0.27,0.6
2020-11-20,19:47:25,3,1320,1010,10,0,4.9886,0.9474,24.22,1.78,-3.17,98.28,-0.25,0.53
2020-11-20,19:47:29,3,1320,1205,12,2,5.0163,0.9468,24.22,1.9,-3.73,98.26,-0.26,0.6
2020-11-20,19:48:37,12,1320,165,2,0,4.9983,0.9478,24.24,1.87,-3.84,98.3,-0.26,0.62
2020-11-20,19:48:46,12,1320,590,6,0,4.9953,0.9477,24.2,1.88,-3.59,98.29,-0.26,0.58
2020-11-20,19:48:56,12,1320,1010,10,0,4.9783,0.9475,24.24,1.8,-3.2,98.28,-0.26,0.55
2020-11-20,19:49:00,12,1320,1205,12,2,4.9944,0.9473,24.2,1.94,-3.76,98.28,-0.27,0.6
2020-11-20,19:50:07,33,1320,165,2,0,5,0.9479,24.22,1.87,-3.92,98.3,-0.26,0.59
2020-11-20,19:50:16,33,1320,590,6,0,4.9976,0.9477,24.23,1.85,-3.63,98.29,-0.26,0.57
2020-11-20,19:50:25,33,1320,1010,10,0,4.9808,0.9477,24.19,1.85,-3.33,98.29,-0.26,0.52
2020-11-20,19:50:29,33,1320,1205,12,2,5.0085,0.9474,24.19,1.97,-3.84,98.29,-0.27,0.6
2020-11-20,19:51:36,19,1320,165,2,0,4.9861,0.9479,24.23,1.82,-3.84,98.3,-0.27,0.63
2020-11-20,19:51:45,19,1320,590,6,0,4.9758,0.948,24.2,1.86,-3.66,98.3,-0.27,0.6
