Date,Time,Carrier,X_Pos,Y_Pos,Data1,Data2,H_Avg,I_Avg,J_L,K_a,L_b,M_L,N_a,O_b
2020-11-20,15:13:34,3,1320,165,2,0,4.9829,0.9478,24.21,1.76,-3.53,98.3,-0.25,0.58
2020-11-20,15:13:43,3,1320,590,6,0,4.9995,0.9476,24.23,1.77,-3.35,98.29,-0.25,0.55
2020-11-20,15:13:51,3,1320,1010,10,0,4.9588,0.9478,24.22,1.67,-2.93,98.28,-0.24,0.5
2020-11-20,15:13:56,3,1320,1205,12,2,4.9988,0.9474,24.23,1.79,-3.45,98.28,-0.25,0.56
2020-11-20,15:15:05,12,1320,165,2,0,4.9549,0.9482,24.18,1.74,-3.41,98.3,-0.25,0.56
2020-11-20,15:15:14,12,1320,590,6,0,4.9863,0.9478,24.24,1.72,-3.21,98.29,-0.24,0.53
2020-11-20,15:15:16,12,1320,680,7,0,5.0238,0.9472,24.21,1.84,-3.39,98.29,-0.27,0.56
2020-11-20,15:15:22,12,1320,1010,10,0,4.967,0.9478,24.25,1.68,-2.88,98.28,-0.24,0.48
2020-11-20,15:15:27,12,1320,1205,12,2,4.9875,0.9474,24.22,1.81,-3.39,98.28,-0.25,0.57
2020-11-20,15:16:34,33,1320,165,2,0,4.9741,0.948,24.19,1.75,-3.52,98.3,-0.24,0.57
2020-11-20,15:16:43,33,1320,590,6,0,4.9768,0.9478,24.19,1.75,-3.32,98.29,-0.25,0.56
2020-11-20,15:16:52,33,1320,1010,10,0,4.9613,0.9477,24.22,1.66,-2.94,98.28,-0.25,0.51
2020-11-20,15:16:57,33,1320,1205,12,2,4.988,0.9474,24.22,1.79,-3.45,98.28,-0.25,0.57
2020-11-20,15:19:33,14,1320,165,2,0,4.978,0.948,24.2,1.77,-3.64,98.3,-0.24,0.59
2020-11-20,15:19:43,14,1320,590,6,0,4.9899,0.9478,24.22,1.77,-3.46,98.29,-0.24,0.55
2020-11-20,15:19:51,14,1320,1010,10,0,4.962,0.9478,24.22,1.69,-3.07,98.28,-0.24,0.51
2020-11-20,15:19:56,14,1320,1205,12,2,4.9811,0.9475,24.19,1.82,-3.56,98.28,-0.26,0.58
2020-11-20,15:21:03,40,1320,165,2,0,4.9555,0.9482,24.2,1.75,-3.44,98.3,-0.25,0.57
2020-11-20,15:21:12,40,1320,590,6,0,4.9752,0.9478,24.24,1.73,-3.23,98.29,-0.25,0.55
2020-11-20,15:21:21,40,1320,1010,10,0,4.9502,0.9479,24.24,1.65,-2.82,98.28,-0.24,0.49
2020-11-20,15:21:25,40,1320,1205,12,2,4.9701,0.9475,24.21,1.79,-3.37,98.27,-0.25,0.55
2020-11-20,15:22:33,27,1320,165,2,0,4.979,0.9479,24.23,1.76,-3.55,98.3,-0.25,0.59
2020-11-20,15:22:42,27,1320,590,6,0,4.9768,0.9478,24.24,1.73,-3.33,98.29,-0.25,0.55
2020-11-20,15:22:51,27,1320,1010,10,0,4.9431,0.9478,24.22,1.65,-2.89,98.28,-0.24,0.5
2020-11-20,15:22:56,27,1320,1205,12,2,4.9811,0.9473,24.23,1.78,-3.42,98.27,-0.25,0.58
2020-11-20,15:24:02,26,1320,165,2,0,4.9592,0.9481,24.23,1.72,-3.5,98.3,-0.25,0.58
2020-11-20,15:24:10,26,1320,590,6,0,4.9735,0.9478,24.21,1.78,-3.39,98.29,-0.26,0.57
2020-11-20,15:24:16,26,1320,1010,10,0,4.9698,0.9477,24.22,1.73,-3,98.28,-0.24,0.5
2020-11-20,15:24:20,26,1320,1205,12,2,4.9953,0.9474,24.21,1.85,-3.48,98.28,-0.26,0.57
2020-11-20,15:25:32,18,1320,165,2,0,4.9694,0.948,24.21,1.78,-3.66,98.3,-0.25,0.59
2020-11-20,15:25:42,18,1320,590,6,0,4.9657,0.9479,24.22,1.76,-3.42,98.29,-0.25,0.55
2020-11-20,15:25:51,18,1320,1010,10,0,4.955,0.9478,24.22,1.71,-3.07,98.28,-0.24,0.51
2020-11-20,15:25:55,18,1320,1205,12,2,4.9898,0.9474,24.22,1.85,-3.61,98.28,-0.26,0.58
2020-11-20,15:27:02,7,1320,165,2,0,4.9672,0.948,24.23,1.78,-3.67,98.3,-0.25,0.6
2020-11-20,15:27:10,7,1320,590,6,0,4.9873,0.9478,24.23,1.82,-3.5,98.29,-0.25,0.56
2020-11-20,15:27:19,7,1320,1010,10,0,4.9553,0.9479,24.22,1.75,-3.11,98.29,-0.25,0.51
2020-11-20,15:27:24,7,1320,1205,12,2,4.9863,0.9461,24.22,1.85,-3.6,98.23,-0.26,0.57
2020-11-20,15:28:32,13,1320,165,2,0,4.9896,0.9477,24.24,1.83,-3.82,98.29,-0.26,0.62
2020-11-20,15:28:41,13,1320,590,6,0,4.9825,0.9477,24.22,1.82,-3.57,98.29,-0.26,0.59
2020-11-20,15:28:50,13,1320,1010,10,0,4.9634,0.9476,24.23,1.73,-3.13,98.28,-0.26,0.53
2020-11-20,15:28:55,13,1320,1205,12,2,4.9969,0.9473,24.22,1.88,-3.67,98.28,-0.27,0.6
2020-11-20,15:30:01,35,1320,165,2,0,5.0113,0.9476,24.25,1.84,-3.85,98.29,-0.26,0.62
2020-11-20,15:30:10,35,1320,590,6,0,5.0033,0.9477,24.24,1.85,-3.66,98.29,-0.26,0.58
2020-11-20,15:30:19,35,1320,1010,10,0,4.9765,0.9475,24.24,1.77,-3.26,98.28,-0.25,0.54
2020-11-20,15:30:23,35,1320,1205,12,2,5.0067,0.9473,24.24,1.89,-3.78,98.28,-0.26,0.61
2020-11-20,15:31:31,32,1320,165,2,0,4.9739,0.9479,24.23,1.77,-3.7,98.29,-0.25,0.6
2020-11-20,15:31:40,32,1320,590,6,0,4.9853,0.9477,24.24,1.79,-3.53,98.29,-0.26,0.58
2020-11-20,15:31:49,32,1320,1010,10,0,4.9579,0.9477,24.21,1.74,-3.13,98.28,-0.25,0.53
2020-11-20,15:31:53,32,1320,1205,12,2,4.9808,0.936,24.19,1.88,-3.7,97.83,-0.28,0.56
2020-11-20,15:33:01,31,1320,165,2,0,4.9879,0.9478,24.24,1.8,-3.79,98.29,-0.25,0.61
2020-11-20,15:33:10,31,1320,590,6,0,4.9912,0.9478,24.24,1.81,-3.59,98.29,-0.25,0.57
2020-11-20,15:33:19,31,1320,1010,10,0,4.979,0.9476,24.25,1.77,-3.22,98.28,-0.26,0.55
2020-11-20,15:33:23,31,1320,1205,12,2,4.9949,0.9471,24.2,1.9,-3.73,98.27,-0.26,0.61
2020-11-20,15:34:31,43,1320,165,2,0,4.9746,0.948,24.24,1.73,-3.39,98.29,-0.25,0.56
2020-11-20,15:34:40,43,1320,590,6,0,4.975,0.9479,24.22,1.74,-3.23,98.29,-0.25,0.54
2020-11-20,15:34:49,43,1320,1010,10,0,4.9546,0.9478,24.22,1.68,-2.86,98.28,-0.24,0.49
2020-11-20,15:34:53,43,1320,1205,12,2,4.9882,0.9475,24.22,1.82,-3.38,98.28,-0.26,0.56
2020-11-20,15:36:00,48,1320,165,2,0,4.952,0.9482,24.24,1.65,-3.21,98.29,-0.23,0.53
2020-11-20,15:36:09,48,1320,590,6,0,4.9711,0.9478,24.26,1.65,-3.02,98.29,-0.23,0.51
2020-11-20,15:36:18,48,1320,1010,10,0,4.9465,0.948,24.25,1.58,-2.62,98.28,-0.23,0.45
2020-11-20,15:36:23,48,1320,1205,12,2,4.9783,0.9476,24.24,1.74,-3.21,98.28,-0.25,0.54
2020-11-20,15:37:30,8,1320,165,2,0,4.9931,0.9478,24.24,1.82,-3.91,98.29,-0.26,0.62
2020-11-20,15:37:39,8,1320,590,6,0,4.994,0.9476,24.21,1.83,-3.67,98.29,-0.26,0.59
2020-11-20,15:37:48,8,1320,1010,10,0,4.9755,0.9477,24.21,1.77,-3.27,98.28,-0.25,0.53
2020-11-20,15:37:53,8,1320,1205,12,2,5.0031,0.9472,24.22,1.87,-3.74,98.28,-0.26,0.59
2020-11-20,15:38:59,37,1320,165,2,0,4.9846,0.9478,24.21,1.83,-3.64,98.3,-0.26,0.59
2020-11-20,15:39:08,37,1320,590,6,0,4.993,0.9477,24.23,1.81,-3.43,98.29,-0.26,0.56
2020-11-20,15:39:17,37,1320,1010,10,0,4.9639,0.9477,24.26,1.71,-3.01,98.27,-0.25,0.52
2020-11-20,15:39:22,37,1320,1205,12,2,4.9799,0.9475,24.23,1.84,-3.52,98.28,-0.26,0.59
2020-11-20,15:40:29,10,1320,165,2,0,4.9493,0.9482,24.2,1.72,-3.56,98.3,-0.24,0.58
2020-11-20,15:40:38,10,1320,590,6,0,4.9627,0.948,24.21,1.75,-3.42,98.3,-0.25,0.56
2020-11-20,15:40:47,10,1320,1010,10,0,4.9603,0.9479,24.22,1.71,-3.04,98.29,-0.25,0.5
2020-11-20,15:40:52,10,1320,1205,12,2,4.9933,0.9475,24.21,1.84,-3.56,98.29,-0.26,0.56
2020-11-20,15:41:59,2,1320,165,2,0,4.986,0.9478,24.21,1.85,-3.85,98.3,-0.26,0.62
2020-11-20,15:42:08,2,1320,590,6,0,4.9974,0.9477,24.21,1.9,-3.74,98.3,-0.27,0.61
2020-11-20,15:42:17,2,1320,1010,10,0,4.9759,0.9476,24.21,1.85,-3.38,98.28,-0.26,0.55
2020-11-20,15:42:22,2,1320,1205,12,2,4.9977,0.9474,24.21,1.94,-3.88,98.28,-0.27,0.61
2020-11-20,15:43:29,63,1320,165,2,0,4.9801,0.9478,24.19,1.8,-3.54,98.3,-0.25,0.58
2020-11-20,15:43:38,63,1320,590,6,0,4.9768,0.9478,24.21,1.78,-3.36,98.29,-0.25,0.55
2020-11-20,15:43:47,63,1320,1010,10,0,4.9393,0.9479,24.22,1.68,-2.93,98.28,-0.24,0.5
2020-11-20,15:43:51,63,1320,1205,12,2,4.9571,0.9439,24.18,1.82,-3.48,98.14,-0.27,0.56
2020-11-20,15:44:57,3,1320,165,2,0,4.9831,0.9477,24.22,1.74,-3.52,98.29,-0.25,0.58
2020-11-20,15:45:06,3,1320,590,6,0,4.9988,0.9475,24.22,1.78,-3.38,98.29,-0.26,0.57
2020-11-20,15:45:15,3,1320,1010,10,0,4.9671,0.9475,24.21,1.7,-2.96,98.28,-0.25,0.53
2020-11-20,15:45:19,3,1320,1205,12,2,4.9877,0.9473,24.19,1.82,-3.52,98.28,-0.27,0.6
2020-11-20,15:46:27,12,1320,165,2,0,4.9811,0.9481,24.22,1.81,-3.55,98.3,-0.25,0.56
2020-11-20,15:46:37,12,1320,590,6,0,4.9803,0.948,24.22,1.79,-3.34,98.3,-0.25,0.53
2020-11-20,15:46:45,12,1320,1010,10,0,4.9573,0.9478,24.25,1.71,-2.96,98.28,-0.24,0.5
2020-11-20,15:46:50,12,1320,1205,12,2,4.9826,0.9476,24.22,1.84,-3.49,98.28,-0.26,0.56
2020-11-20,15:47:57,33,1320,165,2,0,4.9796,0.9479,24.23,1.77,-3.6,98.29,-0.25,0.59
2020-11-20,15:48:06,33,1320,590,6,0,4.9783,0.9477,24.24,1.73,-3.34,98.29,-0.25,0.57
2020-11-20,15:48:15,33,1320,1010,10,0,4.9558,0.9477,24.23,1.7,-3,98.28,-0.24,0.52
2020-11-20,15:48:19,33,1320,1205,12,2,4.9846,0.9476,24.22,1.84,-3.56,98.28,-0.26,0.58
2020-11-20,15:49:27,19,1320,165,2,0,4.9722,0.9479,24.21,1.82,-3.83,98.29,-0.25,0.62
2020-11-20,15:49:36,19,1320,590,6,0,4.9838,0.9478,24.21,1.89,-3.74,98.29,-0.26,0.6
2020-11-20,15:49:45,19,1320,1010,10,0,4.9454,0.9479,24.22,1.76,-3.25,98.28,-0.25,0.54
2020-11-20,15:49:49,19,1320,1205,12,2,4.9543,0.9477,24.2,1.86,-3.78,98.28,-0.26,0.62
2020-11-20,15:50:56,14,1320,165,2,0,4.9961,0.9478,24.25,1.85,-3.87,98.29,-0.26,0.62
2020-11-20,15:51:05,14,1320,590,6,0,4.9803,0.9478,24.21,1.86,-3.68,98.29,-0.26,0.61
2020-11-20,15:51:14,14,1320,1010,10,0,4.9667,0.9478,24.22,1.81,-3.3,98.28,-0.25,0.54
2020-11-20,15:51:19,14,1320,1205,12,2,4.9909,0.9476,24.21,1.92,-3.81,98.28,-0.26,0.61
2020-11-20,15:52:26,40,1320,165,2,0,4.9725,0.9479,24.21,1.81,-3.64,98.3,-0.26,0.59
2020-11-20,15:52:35,40,1320,590,6,0,4.9804,0.9479,24.22,1.8,-3.41,98.3,-0.26,0.57
2020-11-20,15:52:44,40,1320,1010,10,0,4.9513,0.9479,24.22,1.71,-2.98,98.28,-0.25,0.51
2020-11-20,15:52:49,40,1320,1205,12,2,4.982,0.9476,24.21,1.86,-3.53,98.28,-0.26,0.57
2020-11-20,15:53:56,27,1320,165,2,0,4.9683,0.9481,24.2,1.78,-3.68,98.3,-0.25,0.59
2020-11-20,15:54:06,27,1320,590,6,0,4.9702,0.948,24.21,1.75,-3.39,98.3,-0.24,0.55
2020-11-20,15:54:15,27,1320,1010,10,0,4.9556,0.9478,24.23,1.68,-2.97,98.28,-0.24,0.51
2020-11-20,15:54:19,27,1320,1205,12,2,4.9834,0.9475,24.21,1.81,-3.52,98.28,-0.26,0.58
2020-11-20,15:55:25,26,1320,165,2,0,4.9684,0.9482,24.22,1.75,-3.61,98.3,-0.24,0.57
2020-11-20,15:55:34,26,1320,590,6,0,4.9658,0.9481,24.2,1.77,-3.42,98.3,-0.25,0.56
2020-11-20,15:55:43,26,1320,1010,10,0,4.9815,0.9476,24.27,1.7,-3,98.28,-0.24,0.5
2020-11-20,15:55:48,26,1320,1205,12,2,5.0017,0.9473,24.25,1.82,-3.5,98.28,-0.26,0.57
2020-11-20,15:56:56,18,1320,165,2,0,4.9694,0.9479,24.21,1.77,-3.58,98.29,-0.25,0.58
2020-11-20,15:57:05,18,1320,590,6,0,4.9754,0.9477,24.23,1.77,-3.4,98.29,-0.25,0.57
2020-11-20,15:57:14,18,1320,1010,10,0,4.9618,0.9477,24.22,1.71,-3.01,98.28,-0.25,0.52
2020-11-20,15:57:18,18,1320,1205,12,2,4.9952,0.9473,24.2,1.86,-3.56,98.28,-0.27,0.59
2020-11-20,15:58:25,7,1320,165,2,0,4.9508,0.9482,24.21,1.75,-3.61,98.3,-0.24,0.57
2020-11-20,15:58:34,7,1320,590,6,0,4.9669,0.9479,24.21,1.76,-3.4,98.29,-0.25,0.55
2020-11-20,15:58:43,7,1320,1010,10,0,4.969,0.9477,24.24,1.71,-3.04,98.28,-0.24,0.5
2020-11-20,15:58:48,7,1320,1205,12,2,4.9973,0.9472,24.24,1.84,-3.55,98.27,-0.26,0.58
2020-11-20,15:59:55,13,1320,165,2,0,4.9847,0.9477,24.22,1.86,-3.92,98.29,-0.26,0.64
2020-11-20,16:00:04,13,1320,590,6,0,5.0056,0.9475,24.24,1.91,-3.77,98.29,-0.26,0.61
2020-11-20,16:00:13,13,1320,1010,10,0,4.9792,0.9476,24.23,1.84,-3.35,98.28,-0.25,0.55
2020-11-20,16:00:17,13,1320,1205,12,2,5.0145,0.9473,24.25,1.93,-3.83,98.28,-0.27,0.61
2020-11-20,16:01:25,35,1320,165,2,0,4.982,0.9479,24.25,1.83,-3.93,98.29,-0.25,0.62
2020-11-20,16:01:33,35,1320,590,6,0,4.978,0.9477,24.21,1.88,-3.78,98.29,-0.26,0.63
2020-11-20,16:01:42,35,1320,1010,10,0,4.9778,0.9476,24.21,1.88,-3.47,98.28,-0.26,0.55
2020-11-20,16:01:47,35,1320,1205,12,2,5.0107,0.9472,24.23,1.96,-3.9,98.28,-0.27,0.64
2020-11-20,16:02:54,32,1320,165,2,0,4.977,0.9479,24.23,1.8,-3.83,98.29,-0.25,0.61
2020-11-20,16:03:03,32,1320,590,6,0,4.9778,0.9479,24.21,1.86,-3.72,98.29,-0.26,0.6
2020-11-20,16:03:13,32,1320,1010,10,0,4.9549,0.9479,24.2,1.77,-3.25,98.28,-0.25,0.53
2020-11-20,16:03:17,32,1320,1205,12,2,5.0031,0.9473,24.24,1.89,-3.76,98.27,-0.26,0.6
2020-11-20,16:04:25,31,1320,165,2,0,4.9742,0.948,24.22,1.8,-3.86,98.3,-0.26,0.62
2020-11-20,16:04:33,31,1320,590,6,0,4.9997,0.9477,24.23,1.88,-3.79,98.29,-0.27,0.6
2020-11-20,16:04:42,31,1320,1010,10,0,4.9704,0.9477,24.19,1.84,-3.37,98.29,-0.26,0.54
2020-11-20,16:04:46,31,1320,1205,12,2,4.9958,0.9467,24.2,1.93,-3.86,98.26,-0.28,0.61
2020-11-20,16:05:54,43,1320,165,2,0,4.9674,0.948,24.21,1.78,-3.53,98.3,-0.25,0.58
2020-11-20,16:06:04,43,1320,590,6,0,4.9748,0.9478,24.24,1.78,-3.33,98.29,-0.24,0.55
2020-11-20,16:06:13,43,1320,1010,10,0,4.9485,0.9479,24.25,1.7,-2.94,98.28,-0.24,0.5
2020-11-20,16:06:17,43,1320,1205,12,2,4.9703,0.9476,24.21,1.82,-3.45,98.28,-0.26,0.57
2020-11-20,16:07:23,48,1320,165,2,0,4.9762,0.9481,24.22,1.79,-3.45,98.3,-0.25,0.54
2020-11-20,16:07:32,48,1320,590,6,0,4.9776,0.948,24.24,1.74,-3.19,98.3,-0.24,0.5
2020-11-20,16:07:41,48,1320,1010,10,0,4.9455,0.9481,24.25,1.63,-2.75,98.28,-0.22,0.45
2020-11-20,16:07:46,48,1320,1205,12,2,4.9799,0.9463,24.26,1.74,-3.27,98.23,-0.25,0.51
2020-11-20,16:08:53,8,1320,165,2,0,5.0054,0.9475,24.24,1.81,-3.85,98.29,-0.26,0.64
2020-11-20,16:09:02,8,1320,590,6,0,4.9991,0.9476,24.23,1.85,-3.69,98.29,-0.26,0.6
2020-11-20,16:09:11,8,1320,1010,10,0,4.967,0.9476,24.24,1.72,-3.21,98.27,-0.25,0.56
2020-11-20,16:09:15,8,1320,1205,12,2,4.9983,0.9473,24.24,1.85,-3.73,98.27,-0.25,0.61
2020-11-20,16:10:23,37,1320,165,2,0,4.9902,0.9478,24.24,1.8,-3.64,98.29,-0.25,0.59
2020-11-20,16:10:32,37,1320,590,6,0,4.9926,0.9477,24.24,1.82,-3.53,98.29,-0.25,0.57
2020-11-20,16:10:41,37,1320,1010,10,0,4.965,0.9477,24.23,1.77,-3.15,98.28,-0.25,0.53
2020-11-20,16:10:45,37,1320,1205,12,2,4.9806,0.9474,24.21,1.88,-3.66,98.28,-0.27,0.6
2020-11-20,16:11:52,10,1320,165,2,0,4.9872,0.948,24.23,1.83,-3.77,98.3,-0.26,0.59
2020-11-20,16:12:01,10,1320,590,6,0,4.9762,0.9479,24.2,1.84,-3.61,98.3,-0.26,0.58
2020-11-20,16:12:11,10,1320,1010,10,0,4.9681,0.9476,24.23,1.75,-3.18,98.28,-0.25,0.53
2020-11-20,16:12:15,10,1320,1205,12,2,4.9866,0.9473,24.21,1.87,-3.69,98.28,-0.27,0.6
2020-11-20,16:13:22,2,1320,165,2,0,4.9707,0.948,24.21,1.8,-3.75,98.3,-0.25,0.6
2020-11-20,16:13:31,2,1320,590,6,0,4.9718,0.9479,24.22,1.8,-3.57,98.29,-0.25,0.57
2020-11-20,16:13:40,2,1320,1010,10,0,4.9746,0.9476,24.24,1.76,-3.19,98.28,-0.25,0.54
2020-11-20,16:13:44,2,1320,1205,12,2,5.0074,0.9471,24.23,1.9,-3.73,98.27,-0.27,0.61
2020-11-20,16:14:52,63,1320,165,2,0,4.9757,0.9479,24.23,1.75,-3.5,98.3,-0.25,0.57
2020-11-20,16:15:01,63,1320,590,6,0,5.0004,0.9477,24.24,1.8,-3.38,98.29,-0.26,0.55
2020-11-20,16:15:10,63,1320,1010,10,0,4.9563,0.9479,24.23,1.69,-2.94,98.28,-0.24,0.49
2020-11-20,16:15:14,63,1320,1205,12,2,4.9864,0.9472,24.24,1.79,-3.45,98.27,-0.26,0.57
2020-11-20,16:16:21,3,1320,165,2,0,5.0023,0.9478,24.25,1.79,-3.63,98.3,-0.25,0.58
2020-11-20,16:16:29,3,1320,590,6,0,4.9924,0.9478,24.24,1.77,-3.42,98.29,-0.25,0.55
2020-11-20,16:16:38,3,1320,1010,10,0,4.9838,0.9476,24.24,1.74,-3.06,98.28,-0.24,0.5
2020-11-20,16:16:43,3,1320,1205,12,2,4.9972,0.9473,24.21,1.86,-3.62,98.28,-0.26,0.58
2020-11-20,16:17:51,12,1320,165,2,0,4.9792,0.948,24.25,1.79,-3.63,98.3,-0.26,0.59
2020-11-20,16:18:01,12,1320,590,6,0,4.9848,0.9478,24.23,1.82,-3.45,98.29,-0.26,0.56
2020-11-20,16:18:09,12,1320,1010,10,0,4.9643,0.9476,24.26,1.75,-3.08,98.27,-0.25,0.52
2020-11-20,16:18:14,12,1320,1205,12,2,4.976,0.9475,24.2,1.88,-3.59,98.28,-0.26,0.59
2020-11-20,16:19:21,33,1320,165,2,0,5.0015,0.9478,24.26,1.81,-3.74,98.29,-0.26,0.6
2020-11-20,16:19:30,33,1320,590,6,0,4.9987,0.9476,24.22,1.85,-3.55,98.29,-0.27,0.59
2020-11-20,16:19:39,33,1320,1010,10,0,4.9822,0.9475,24.26,1.76,-3.15,98.28,-0.25,0.53
2020-11-20,16:19:43,33,1320,1205,12,2,5.0054,0.945,24.26,1.87,-3.64,98.19,-0.27,0.61
2020-11-20,16:20:51,19,1320,165,2,0,4.992,0.9478,24.25,1.83,-3.87,98.29,-0.25,0.6
2020-11-20,16:21:00,19,1320,590,6,0,5.0023,0.9477,24.26,1.85,-3.66,98.29,-0.25,0.58
2020-11-20,16:21:08,19,1320,1010,10,0,4.9463,0.948,24.23,1.71,-3.19,98.28,-0.24,0.52
2020-11-20,16:21:13,19,1320,1205,12,2,4.9671,0.9468,24.25,1.82,-3.73,98.24,-0.24,0.58
2020-11-20,16:22:20,14,1320,165,2,0,5.0003,0.9478,24.26,1.84,-3.86,98.3,-0.26,0.61
2020-11-20,16:22:29,14,1320,590,6,0,5.0038,0.9478,24.25,1.88,-3.7,98.29,-0.26,0.6
2020-11-20,16:22:38,14,1320,1010,10,0,4.9668,0.9477,24.21,1.83,-3.36,98.28,-0.26,0.56
2020-11-20,16:22:42,14,1320,1205,12,2,4.9941,0.9474,24.21,1.96,-3.91,98.28,-0.27,0.62
2020-11-20,16:23:50,40,1320,165,2,0,4.9609,0.9481,24.25,1.7,-3.37,98.29,-0.25,0.57
2020-11-20,16:23:59,40,1320,590,6,0,4.9477,0.948,24.21,1.69,-3.17,98.29,-0.24,0.53
2020-11-20,16:24:08,40,1320,1010,10,0,4.9408,0.9479,24.24,1.61,-2.75,98.28,-0.23,0.48
2020-11-20,16:24:12,40,1320,1205,12,2,4.9759,0.9476,24.23,1.78,-3.39,98.28,-0.25,0.55
2020-11-20,16:25:20,27,1320,165,2,0,4.9671,0.948,24.22,1.78,-3.71,98.3,-0.25,0.61
2020-11-20,16:25:29,27,1320,590,6,0,4.9777,0.9478,24.21,1.81,-3.52,98.29,-0.26,0.59
2020-11-20,16:25:38,27,1320,1010,10,0,4.9776,0.9477,24.25,1.75,-3.13,98.28,-0.24,0.52
2020-11-20,16:25:42,27,1320,1205,12,2,4.9923,0.9475,24.24,1.83,-3.63,98.28,-0.26,0.59
2020-11-20,16:26:49,26,1320,165,2,0,4.9919,0.9476,24.24,1.8,-3.7,98.29,-0.26,0.61
2020-11-20,16:26:58,26,1320,590,6,0,4.9927,0.9477,24.24,1.81,-3.48,98.29,-0.26,0.58
2020-11-20,16:27:07,26,1320,1010,10,0,4.9794,0.9476,24.25,1.73,-3.03,98.28,-0.25,0.51
2020-11-20,16:27:11,26,1320,1205,12,2,5.0028,0.9473,24.24,1.83,-3.52,98.27,-0.27,0.58
2020-11-20,16:28:19,18,1320,165,2,0,4.9831,0.9479,24.23,1.79,-3.64,98.3,-0.25,0.59
2020-11-20,16:28:28,18,1320,590,6,0,4.9786,0.9479,24.24,1.76,-3.41,98.29,-0.25,0.56
2020-11-20,16:28:37,18,1320,1010,10,0,4.9575,0.9478,24.22,1.73,-3.07,98.28,-0.24,0.51
2020-11-20,16:28:41,18,1320,1205,12,2,4.9954,0.9474,24.23,1.86,-3.61,98.28,-0.26,0.58
2020-11-20,16:29:48,7,1320,165,2,0,4.9811,0.948,24.23,1.79,-3.64,98.3,-0.25,0.59
2020-11-20,16:29:58,7,1320,590,6,0,4.9765,0.9478,24.21,1.8,-3.45,98.29,-0.26,0.57
2020-11-20,16:30:06,7,1320,1010,10,0,4.9649,0.9478,24.26,1.69,-2.99,98.28,-0.23,0.49
2020-11-20,16:30:11,7,1320,1205,12,2,4.9903,0.9474,24.24,1.84,-3.55,98.28,-0.26,0.59
2020-11-20,16:31:18,13,1320,165,2,0,4.9872,0.9479,24.2,1.87,-3.88,98.3,-0.27,0.63
2020-11-20,16:31:27,13,1320,590,6,0,4.9981,0.9476,24.21,1.91,-3.72,98.29,-0.27,0.62
2020-11-20,16:31:36,13,1320,1010,10,0,4.9885,0.9475,24.24,1.82,-3.27,98.28,-0.27,0.56
2020-11-20,16:31:41,13,1320,1205,12,2,5.0041,0.9474,24.23,1.92,-3.79,98.29,-0.28,0.62
2020-11-20,16:32:48,35,1320,165,2,0,5.0006,0.9478,24.25,1.84,-3.92,98.29,-0.26,0.62
2020-11-20,16:32:57,35,1320,590,6,0,4.9904,0.9478,24.22,1.9,-3.79,98.29,-0.27,0.6
2020-11-20,16:33:06,35,1320,1010,10,0,4.9713,0.9477,24.22,1.82,-3.37,98.28,-0.25,0.54
2020-11-20,16:33:11,35,1320,1205,12,2,5.0052,0.9471,24.25,1.91,-3.85,98.27,-0.27,0.63
2020-11-20,16:34:17,32,1320,165,2,0,5.0018,0.9478,24.26,1.82,-3.8,98.29,-0.26,0.6
2020-11-20,16:34:26,32,1320,590,6,0,5.0075,0.9477,24.25,1.86,-3.64,98.29,-0.26,0.58
2020-11-20,16:34:36,32,1320,1010,10,0,4.9779,0.9476,24.22,1.81,-3.23,98.28,-0.26,0.54
2020-11-20,16:34:40,32,1320,1205,12,2,5.0062,0.9472,24.24,1.91,-3.76,98.28,-0.26,0.6
2020-11-20,16:35:48,31,1320,165,2,0,5.0009,0.9478,24.25,1.8,-3.76,98.29,-0.25,0.6
2020-11-20,16:35:57,31,1320,590,6,0,4.991,0.9476,24.21,1.86,-3.65,98.29,-0.26,0.59
2020-11-20,16:36:06,31,1320,1010,10,0,4.9648,0.9477,24.22,1.75,-3.19,98.28,-0.25,0.54
2020-11-20,16:36:10,31,1320,1205,12,2,5.0015,0.9471,24.23,1.89,-3.73,98.27,-0.26,0.59
2020-11-20,16:37:18,43,1320,165,2,0,4.9732,0.9479,24.24,1.59,-3.17,98.29,-0.23,0.54
2020-11-20,16:37:27,43,1320,590,6,0,4.9667,0.9479,24.23,1.58,-3.02,98.29,-0.24,0.52
2020-11-20,16:37:36,43,1320,1010,10,0,4.9486,0.9478,24.27,1.49,-2.6,98.28,-0.23,0.46
2020-11-20,16:37:40,43,1320,1205,12,2,4.983,0.9473,24.25,1.64,-3.15,98.27,-0.24,0.55
2020-11-20,16:40:16,8,1320,165,2,0,5.0062,0.9478,24.24,1.75,-3.64,98.3,-0.24,0.58
2020-11-20,16:40:26,8,1320,590,6,0,4.9933,0.9476,24.22,1.72,-3.41,98.29,-0.24,0.57
2020-11-20,16:40:35,8,1320,1010,10,0,4.9633,0.9478,24.22,1.62,-2.96,98.28,-0.23,0.5
2020-11-20,16:40:39,8,1320,1205,12,2,4.9913,0.9469,24.21,1.75,-3.48,98.26,-0.25,0.58
2020-11-20,16:41:47,37,1320,165,2,0,4.9816,0.9479,24.21,1.79,-3.57,98.3,-0.24,0.58
2020-11-20,16:41:56,37,1320,590,6,0,4.9792,0.9479,24.21,1.78,-3.36,98.29,-0.25,0.55
